,incident_id,incident_date,incident_description,source_link,victim_name,contract_address,contract_name,category,subcategory,cause_title
152,55,2021-6-16,"At roughly 12:30 PM UTC some users of the Alchemix alETH vault discovered they had no outstanding debt even though they previously borrowed alETH at a 4:1 collateral ratio. In addition to this, the debt ceiling of almost 2,000 ETH was freed up to mint new alETH again. Nobody lost any funds but some users actually gained. """"alEth bug on Alchemix
People who deposited Eth and took a loan in alEth could take their Eth deposit without paying loan.@Nomaticcap https://twitter.com/Nomaticcap/status/1405172780606410753""""",https://rekt.news/alchemix-rekt/,Alchemix,0x6b566554378477490ab040f6f757171c967d03ab,TransmuterEth,Third Party Layer,Faulty operation,Deployment mistake
153,55,2021-6-16,"At roughly 12:30 PM UTC some users of the Alchemix alETH vault discovered they had no outstanding debt even though they previously borrowed alETH at a 4:1 collateral ratio. In addition to this, the debt ceiling of almost 2,000 ETH was freed up to mint new alETH again. Nobody lost any funds but some users actually gained. """"alEth bug on Alchemix
People who deposited Eth and took a loan in alEth could take their Eth deposit without paying loan.@Nomaticcap https://twitter.com/Nomaticcap/status/1405172780606410753""""",https://slowmist.medium.com/slowmist-alchemix-hack-analysis-e8c9ec6c2ee3,Alchemix,0x45f81ef5f2ae78f49851f7a62e4061ff54ff674b,TransmuterEth,Third Party Layer,Faulty operation,Deployment mistake
154,55,2021-6-16,"At roughly 12:30 PM UTC some users of the Alchemix alETH vault discovered they had no outstanding debt even though they previously borrowed alETH at a 4:1 collateral ratio. In addition to this, the debt ceiling of almost 2,000 ETH was freed up to mint new alETH again. Nobody lost any funds but some users actually gained. """"alEth bug on Alchemix
People who deposited Eth and took a loan in alEth could take their Eth deposit without paying loan.@Nomaticcap https://twitter.com/Nomaticcap/status/1405172780606410753""""",https://slowmist.medium.com/slowmist-alchemix-hack-analysis-e8c9ec6c2ee3,Alchemix,0x6b566554378477490ab040f6f757171c967d03ab,TransmuterEth,Third Party Layer,Faulty operation,Deployment mistake
155,56,2022-1-27,"At 9:34PM UTC on January 27th, 2022, an attacker began their exploit of Qubit Finance’s Ethereum-BSC bridge. This exploit ended up netting them 77,162 qXETH ($185 million), which they then used to borrow and convert 15,688 wETH ($37.6 million), 767 BTC-B ($28.5 million), approximately $9.5 million in various stablecoins, and ~$5 million in CAKE, BUNNY, and MDX.At $80 million TVL (Total Value Lost), this is by far the largest exploit of 2022 to date. One of the root causes of the vulnerability was the fact that tokenAddress.safeTransferFrom() does not revert when the tokenAddress is the zero (null) address (0x0�?00).",https://certik.medium.com/qubit-bridge-collapse-exploited-to-the-tune-of-80-million-a7ab9068e1a0,Qubit,0x99309d2e7265528dc7c3067004cc4a90d37b7cc3,QBridge,Smart Contract Layer,Coding mistake,Absence of code logic or sanity check
156,56,2022-1-27,"At 9:34PM UTC on January 27th, 2022, an attacker began their exploit of Qubit Finance’s Ethereum-BSC bridge. This exploit ended up netting them 77,162 qXETH ($185 million), which they then used to borrow and convert 15,688 wETH ($37.6 million), 767 BTC-B ($28.5 million), approximately $9.5 million in various stablecoins, and ~$5 million in CAKE, BUNNY, and MDX.At $80 million TVL (Total Value Lost), this is by far the largest exploit of 2022 to date. One of the root causes of the vulnerability was the fact that tokenAddress.safeTransferFrom() does not revert when the tokenAddress is the zero (null) address (0x0�?00).",https://medium.com/@QubitFin/porotocol-exploit-report-3-82f4e3ade34b,Qubit,0x99309d2e7265528dc7c3067004cc4a90d37b7cc3,QBridge,Smart Contract Layer,Coding mistake,Absence of code logic or sanity check
157,56,2022-1-27,"At 9:34PM UTC on January 27th, 2022, an attacker began their exploit of Qubit Finance’s Ethereum-BSC bridge. This exploit ended up netting them 77,162 qXETH ($185 million), which they then used to borrow and convert 15,688 wETH ($37.6 million), 767 BTC-B ($28.5 million), approximately $9.5 million in various stablecoins, and ~$5 million in CAKE, BUNNY, and MDX.At $80 million TVL (Total Value Lost), this is by far the largest exploit of 2022 to date. One of the root causes of the vulnerability was the fact that tokenAddress.safeTransferFrom() does not revert when the tokenAddress is the zero (null) address (0x0�?00).",https://medium.com/@QubitFin/protocol-exploit-report-2-30aade4d66de,Qubit,0x99309d2e7265528dc7c3067004cc4a90d37b7cc3,QBridge,Smart Contract Layer,Coding mistake,Absence of code logic or sanity check
158,56,2022-1-27,"At 9:34PM UTC on January 27th, 2022, an attacker began their exploit of Qubit Finance’s Ethereum-BSC bridge. This exploit ended up netting them 77,162 qXETH ($185 million), which they then used to borrow and convert 15,688 wETH ($37.6 million), 767 BTC-B ($28.5 million), approximately $9.5 million in various stablecoins, and ~$5 million in CAKE, BUNNY, and MDX.At $80 million TVL (Total Value Lost), this is by far the largest exploit of 2022 to date. One of the root causes of the vulnerability was the fact that tokenAddress.safeTransferFrom() does not revert when the tokenAddress is the zero (null) address (0x0�?00).",https://medium.com/@QubitFin/protocol-exploit-report-305c34540fa3,Qubit,0x99309d2e7265528dc7c3067004cc4a90d37b7cc3,QBridge,Smart Contract Layer,Coding mistake,Absence of code logic or sanity check
159,56,2022-1-27,"At 9:34PM UTC on January 27th, 2022, an attacker began their exploit of Qubit Finance’s Ethereum-BSC bridge. This exploit ended up netting them 77,162 qXETH ($185 million), which they then used to borrow and convert 15,688 wETH ($37.6 million), 767 BTC-B ($28.5 million), approximately $9.5 million in various stablecoins, and ~$5 million in CAKE, BUNNY, and MDX.At $80 million TVL (Total Value Lost), this is by far the largest exploit of 2022 to date. One of the root causes of the vulnerability was the fact that tokenAddress.safeTransferFrom() does not revert when the tokenAddress is the zero (null) address (0x0�?00).",https://rekt.news/qubit-rekt/,Qubit,0x99309d2e7265528dc7c3067004cc4a90d37b7cc3,QBridge,Smart Contract Layer,Coding mistake,Absence of code logic or sanity check
160,57,2020-11-17,"The origin protocol was attacked by exploiting its flawed handling of the mint logic in its VaultCore smart contract.This incident was due to a bug in the protocol  (1) without validating the transferred-in assets and (2) without enforcing reentrancy protection on the mint logic. The exploitation leads to a greatly inflated totalSupply of the rebasing token, i.e., OUSD. The attacker then makes use of the inflation to redeem and drain about $7.7M of assets from the OUSD vault. This hack is initialized from a malicious ERC20-like contract (located at 0x47c3). This malicious contract implements a hook that will be invoked whenever the transferFrom() (function signature: 0x23b872dd) is being called.",https://medium.com/originprotocol/urgent-ousd-has-hacked-and-there-has-been-a-loss-of-funds-7b8c4a7d534c,OriginDollar,0x328d15f6b5eba1c30cde1a5f1f5a9e35b07f5424,VaultCore,DeFi Protocol Layer/Design Flaw,Unsafe DeFi protocol dependency,"Liquidity borrow, purchase, mint, deposit"
161,57,2020-11-17,"The origin protocol was attacked by exploiting its flawed handling of the mint logic in its VaultCore smart contract.This incident was due to a bug in the protocol  (1) without validating the transferred-in assets and (2) without enforcing reentrancy protection on the mint logic. The exploitation leads to a greatly inflated totalSupply of the rebasing token, i.e., OUSD. The attacker then makes use of the inflation to redeem and drain about $7.7M of assets from the OUSD vault. This hack is initialized from a malicious ERC20-like contract (located at 0x47c3). This malicious contract implements a hook that will be invoked whenever the transferFrom() (function signature: 0x23b872dd) is being called.",https://medium.com/originprotocol/urgent-ousd-has-hacked-and-there-has-been-a-loss-of-funds-7b8c4a7d534c,OriginDollar,0x328d15f6b5eba1c30cde1a5f1f5a9e35b07f5424,VaultCore,Smart Contract Layer,Untrusted callee / Race conditions,Reentrancy
162,57,2020-11-17,"The origin protocol was attacked by exploiting its flawed handling of the mint logic in its VaultCore smart contract.This incident was due to a bug in the protocol  (1) without validating the transferred-in assets and (2) without enforcing reentrancy protection on the mint logic. The exploitation leads to a greatly inflated totalSupply of the rebasing token, i.e., OUSD. The attacker then makes use of the inflation to redeem and drain about $7.7M of assets from the OUSD vault. This hack is initialized from a malicious ERC20-like contract (located at 0x47c3). This malicious contract implements a hook that will be invoked whenever the transferFrom() (function signature: 0x23b872dd) is being called.",https://peckshield.medium.com/origin-dollar-incident-root-cause-analysis-f27e11988c90,OriginDollar,0x328d15f6b5eba1c30cde1a5f1f5a9e35b07f5424,VaultCore,DeFi Protocol Layer/Design Flaw,Unsafe DeFi protocol dependency,"Liquidity borrow, purchase, mint, deposit"
163,57,2020-11-17,"The origin protocol was attacked by exploiting its flawed handling of the mint logic in its VaultCore smart contract.This incident was due to a bug in the protocol  (1) without validating the transferred-in assets and (2) without enforcing reentrancy protection on the mint logic. The exploitation leads to a greatly inflated totalSupply of the rebasing token, i.e., OUSD. The attacker then makes use of the inflation to redeem and drain about $7.7M of assets from the OUSD vault. This hack is initialized from a malicious ERC20-like contract (located at 0x47c3). This malicious contract implements a hook that will be invoked whenever the transferFrom() (function signature: 0x23b872dd) is being called.",https://peckshield.medium.com/origin-dollar-incident-root-cause-analysis-f27e11988c90,OriginDollar,0x328d15f6b5eba1c30cde1a5f1f5a9e35b07f5424,VaultCore,Smart Contract Layer,Untrusted callee / Race conditions,Reentrancy
164,57,2020-11-17,"The origin protocol was attacked by exploiting its flawed handling of the mint logic in its VaultCore smart contract.This incident was due to a bug in the protocol  (1) without validating the transferred-in assets and (2) without enforcing reentrancy protection on the mint logic. The exploitation leads to a greatly inflated totalSupply of the rebasing token, i.e., OUSD. The attacker then makes use of the inflation to redeem and drain about $7.7M of assets from the OUSD vault. This hack is initialized from a malicious ERC20-like contract (located at 0x47c3). This malicious contract implements a hook that will be invoked whenever the transferFrom() (function signature: 0x23b872dd) is being called.",https://rekt.news/hack-epidemic/,OriginDollar,0x328d15f6b5eba1c30cde1a5f1f5a9e35b07f5424,VaultCore,DeFi Protocol Layer/Design Flaw,Unsafe DeFi protocol dependency,"Liquidity borrow, purchase, mint, deposit"
165,57,2020-11-17,"The origin protocol was attacked by exploiting its flawed handling of the mint logic in its VaultCore smart contract.This incident was due to a bug in the protocol  (1) without validating the transferred-in assets and (2) without enforcing reentrancy protection on the mint logic. The exploitation leads to a greatly inflated totalSupply of the rebasing token, i.e., OUSD. The attacker then makes use of the inflation to redeem and drain about $7.7M of assets from the OUSD vault. This hack is initialized from a malicious ERC20-like contract (located at 0x47c3). This malicious contract implements a hook that will be invoked whenever the transferFrom() (function signature: 0x23b872dd) is being called.",https://rekt.news/hack-epidemic/,OriginDollar,0x328d15f6b5eba1c30cde1a5f1f5a9e35b07f5424,VaultCore,Smart Contract Layer,Untrusted callee / Race conditions,Reentrancy
166,58,2021-7-10,"On July 11, 2021, the cross-chain bridge project Chainswap was exploited, which resulted in a total loss of 20 assets on the bridge with a combined value of $4 million.",https://chain-swap.medium.com/chainswap-exploit-11-july-2021-post-mortem-6e4e346e5a32,Chainswap,0x06c24002f43e3af904eeec581734ea3a7dbf355e,MappableToken,Smart Contract Layer,Coding mistake,Absence of code logic or sanity check
167,58,2021-7-10,"On July 11, 2021, the cross-chain bridge project Chainswap was exploited, which resulted in a total loss of 20 assets on the bridge with a combined value of $4 million.",https://rekt.news/chainswap-rekt/,Chainswap,0x06c24002f43e3af904eeec581734ea3a7dbf355e,MappableToken,Smart Contract Layer,Coding mistake,Absence of code logic or sanity check
168,59,2020-11-6,This particular hack drains $3.3 million of USDC/USDT/DAI from Cheese Bank by exploiting a bug in its way to measure asset price from an AMM-based oracle.,https://peckshield.medium.com/cheese-bank-incident-root-cause-analysis-d076bf87a1e7,CheeseBank,0x833e440332caa07597a5116fbb6163f0e15f743d,CheesePriceOracle,DeFi Protocol Layer/Design Flaw,Unsafe DeFi protocol dependency,On-chain oracle manipulation
169,60,2021-9-3,"On 3rd of September 2021, around 10:00 PM UTC, DAO Maker, a decentralized finance platform on the Ethereum blockchain that enables startups to raise funds, was hacked for almost $4 million (although the true realized cost to DAO Maker is far greater).A collection of altcoins were stolen; DeRace Token (DERC), Capsule Coin (CAPS) Showcase (SHO) and Coinspaid (CPD). DAOMaker’s init() function was left vulnerable, allowing the attacker to reinitialise 4 token contracts with malicious data. Then, the emergencyExit() function was used to withdraw the funds from each.",https://rekt.news/daomaker-rekt/,DAOMaker,0x99b0ff1dab49b5a120e6ef0beb72a84961ee252d,,Smart Contract Layer,Access control,"Other inconsistent, improper or unprotected access control"
170,60,2021-9-3,"On 3rd of September 2021, around 10:00 PM UTC, DAO Maker, a decentralized finance platform on the Ethereum blockchain that enables startups to raise funds, was hacked for almost $4 million (although the true realized cost to DAO Maker is far greater).A collection of altcoins were stolen; DeRace Token (DERC), Capsule Coin (CAPS) Showcase (SHO) and Coinspaid (CPD). DAOMaker’s init() function was left vulnerable, allowing the attacker to reinitialise 4 token contracts with malicious data. Then, the emergencyExit() function was used to withdraw the funds from each.",https://rekt.news/daomaker-rekt/,DAOMaker,0xf17ca0e0f24a5fa27944275fa0cedec24fbf8ee2,,Smart Contract Layer,Access control,"Other inconsistent, improper or unprotected access control"
171,60,2021-9-3,"On 3rd of September 2021, around 10:00 PM UTC, DAO Maker, a decentralized finance platform on the Ethereum blockchain that enables startups to raise funds, was hacked for almost $4 million (although the true realized cost to DAO Maker is far greater).A collection of altcoins were stolen; DeRace Token (DERC), Capsule Coin (CAPS) Showcase (SHO) and Coinspaid (CPD). DAOMaker’s init() function was left vulnerable, allowing the attacker to reinitialise 4 token contracts with malicious data. Then, the emergencyExit() function was used to withdraw the funds from each.",https://www.coinfirm.com/blog/dao-maker-hack/,DAOMaker,0x99b0ff1dab49b5a120e6ef0beb72a84961ee252d,,Smart Contract Layer,Access control,"Other inconsistent, improper or unprotected access control"
172,60,2021-9-3,"On 3rd of September 2021, around 10:00 PM UTC, DAO Maker, a decentralized finance platform on the Ethereum blockchain that enables startups to raise funds, was hacked for almost $4 million (although the true realized cost to DAO Maker is far greater).A collection of altcoins were stolen; DeRace Token (DERC), Capsule Coin (CAPS) Showcase (SHO) and Coinspaid (CPD). DAOMaker’s init() function was left vulnerable, allowing the attacker to reinitialise 4 token contracts with malicious data. Then, the emergencyExit() function was used to withdraw the funds from each.",https://www.coinfirm.com/blog/dao-maker-hack/,DAOMaker,0xf17ca0e0f24a5fa27944275fa0cedec24fbf8ee2,,Smart Contract Layer,Access control,"Other inconsistent, improper or unprotected access control"
173,61,2022-4-11,"The $CF token contract is fundamentally flawed by allowing anyone to drain others' $CF balance. So far, the loss is about ~$1.9M and the pancakeswap $CF - $USDT pair is already affected.",https://twitter.com/peckshield/status/1513390068450308097,CFToken,,,Smart Contract Layer,Access control,Function visibility error
174,62,2022-3-12,"On March 13, 2022, the SlowMist intelligence zone received news that the metaverse project Paraluni was the victim of a $1.7 million hack. The depositByAddLiquidity function within the MasterChef contract does not check whether the LP token constructed by the incoming token array parameter _tokens corresponds to the specified _pid parameter and is consistent with the LP token (USDT-BUSD LP) in the pool.There is also no reentrancy restriction when adding liquidity calculations, leading to the use of malicious contracts to conduct reentrancy attacks.",https://knownseclab.com/news/622f1be3d5b228005a55cd31,Paraluni,0xa386f30853a7eb7e6a25ec8389337a5c6973421d,MasterChef,DeFi Protocol Layer/Design Flaw,Fake contracts,Camouflage a token contract
175,62,2022-3-12,"On March 13, 2022, the SlowMist intelligence zone received news that the metaverse project Paraluni was the victim of a $1.7 million hack. The depositByAddLiquidity function within the MasterChef contract does not check whether the LP token constructed by the incoming token array parameter _tokens corresponds to the specified _pid parameter and is consistent with the LP token (USDT-BUSD LP) in the pool.There is also no reentrancy restriction when adding liquidity calculations, leading to the use of malicious contracts to conduct reentrancy attacks.",https://knownseclab.com/news/622f1be3d5b228005a55cd31,Paraluni,0xa386f30853a7eb7e6a25ec8389337a5c6973421d,MasterChef,Smart Contract Layer,Untrusted callee / Race conditions,Reentrancy
176,62,2022-3-12,"On March 13, 2022, the SlowMist intelligence zone received news that the metaverse project Paraluni was the victim of a $1.7 million hack. The depositByAddLiquidity function within the MasterChef contract does not check whether the LP token constructed by the incoming token array parameter _tokens corresponds to the specified _pid parameter and is consistent with the LP token (USDT-BUSD LP) in the pool.There is also no reentrancy restriction when adding liquidity calculations, leading to the use of malicious contracts to conduct reentrancy attacks.",https://knownseclab.com/news/622f1be3d5b228005a55cd31,Paraluni,0xa386f30853a7eb7e6a25ec8389337a5c6973421d,MasterChef,Smart Contract Layer,Coding mistake,Absence of code logic or sanity check
177,62,2022-3-12,"On March 13, 2022, the SlowMist intelligence zone received news that the metaverse project Paraluni was the victim of a $1.7 million hack. The depositByAddLiquidity function within the MasterChef contract does not check whether the LP token constructed by the incoming token array parameter _tokens corresponds to the specified _pid parameter and is consistent with the LP token (USDT-BUSD LP) in the pool.There is also no reentrancy restriction when adding liquidity calculations, leading to the use of malicious contracts to conduct reentrancy attacks.",https://slowmist.medium.com/paraluni-incident-analysis-58be442a4f99,Paraluni,0xa386f30853a7eb7e6a25ec8389337a5c6973421d,MasterChef,DeFi Protocol Layer/Design Flaw,Fake contracts,Camouflage a token contract
178,62,2022-3-12,"On March 13, 2022, the SlowMist intelligence zone received news that the metaverse project Paraluni was the victim of a $1.7 million hack. The depositByAddLiquidity function within the MasterChef contract does not check whether the LP token constructed by the incoming token array parameter _tokens corresponds to the specified _pid parameter and is consistent with the LP token (USDT-BUSD LP) in the pool.There is also no reentrancy restriction when adding liquidity calculations, leading to the use of malicious contracts to conduct reentrancy attacks.",https://slowmist.medium.com/paraluni-incident-analysis-58be442a4f99,Paraluni,0xa386f30853a7eb7e6a25ec8389337a5c6973421d,MasterChef,Smart Contract Layer,Untrusted callee / Race conditions,Reentrancy
179,62,2022-3-12,"On March 13, 2022, the SlowMist intelligence zone received news that the metaverse project Paraluni was the victim of a $1.7 million hack. The depositByAddLiquidity function within the MasterChef contract does not check whether the LP token constructed by the incoming token array parameter _tokens corresponds to the specified _pid parameter and is consistent with the LP token (USDT-BUSD LP) in the pool.There is also no reentrancy restriction when adding liquidity calculations, leading to the use of malicious contracts to conduct reentrancy attacks.",https://slowmist.medium.com/paraluni-incident-analysis-58be442a4f99,Paraluni,0xa386f30853a7eb7e6a25ec8389337a5c6973421d,MasterChef,Smart Contract Layer,Coding mistake,Absence of code logic or sanity check
180,62,2022-3-12,"On March 13, 2022, the SlowMist intelligence zone received news that the metaverse project Paraluni was the victim of a $1.7 million hack. The depositByAddLiquidity function within the MasterChef contract does not check whether the LP token constructed by the incoming token array parameter _tokens corresponds to the specified _pid parameter and is consistent with the LP token (USDT-BUSD LP) in the pool.There is also no reentrancy restriction when adding liquidity calculations, leading to the use of malicious contracts to conduct reentrancy attacks.",https://twitter.com/peckshield/status/1502815435498176514,Paraluni,0xa386f30853a7eb7e6a25ec8389337a5c6973421d,MasterChef,DeFi Protocol Layer/Design Flaw,Fake contracts,Camouflage a token contract
181,62,2022-3-12,"On March 13, 2022, the SlowMist intelligence zone received news that the metaverse project Paraluni was the victim of a $1.7 million hack. The depositByAddLiquidity function within the MasterChef contract does not check whether the LP token constructed by the incoming token array parameter _tokens corresponds to the specified _pid parameter and is consistent with the LP token (USDT-BUSD LP) in the pool.There is also no reentrancy restriction when adding liquidity calculations, leading to the use of malicious contracts to conduct reentrancy attacks.",https://twitter.com/peckshield/status/1502815435498176514,Paraluni,0xa386f30853a7eb7e6a25ec8389337a5c6973421d,MasterChef,Smart Contract Layer,Untrusted callee / Race conditions,Reentrancy
182,62,2022-3-12,"On March 13, 2022, the SlowMist intelligence zone received news that the metaverse project Paraluni was the victim of a $1.7 million hack. The depositByAddLiquidity function within the MasterChef contract does not check whether the LP token constructed by the incoming token array parameter _tokens corresponds to the specified _pid parameter and is consistent with the LP token (USDT-BUSD LP) in the pool.There is also no reentrancy restriction when adding liquidity calculations, leading to the use of malicious contracts to conduct reentrancy attacks.",https://twitter.com/peckshield/status/1502815435498176514,Paraluni,0xa386f30853a7eb7e6a25ec8389337a5c6973421d,MasterChef,Smart Contract Layer,Coding mistake,Absence of code logic or sanity check
183,63,2022-1-20,"#RugPull PeckShield has detected that @kingfundFi rugged, more than 300 WBNB! #BSC #Polygon",https://twitter.com/certikcommunity/status/1483834280744824843,KingfundFinance,,,Third Party Layer,Greedy / information asymmetry,Backdoor / Honeypot
184,63,2022-1-20,"#RugPull PeckShield has detected that @kingfundFi rugged, more than 300 WBNB! #BSC #Polygon",https://web3isgoinggreat.com/?id=kingfund-finance-rug-pulls-for-141000,KingfundFinance,,,Third Party Layer,Greedy / information asymmetry,Backdoor / Honeypot
185,64,2021-9-19,"On September 19th, 2021 at 5:20pm UTC time, the pNetwork system was attacked by a hacker who performed the offensive against multiple pTokens bridges. However, the exploit was only successful on the pBTC-on-BSC cross-chain bridge, which bridge was exploited and 277 BTC, stolen from the pBTC-on-BSC collateral. These smart contracts created a series of event logs: one of those being a legit peg-out request, while the others were faulty peg-out requests emitted by the attacker’s smart contracts rather than from the pToken ones.Due to a bug in the section of the Rust code in charge of extracting these log events, both the legitimate and the faulty logs were extracted and erroneously processed.",https://medium.com/pnetwork/pnetwork-post-mortem-pbtc-on-bsc-exploit-170890c58d5f,pNetwork,0xd61372d1c3e0a0925467317425359fb2959fe186,AdminUpgradeabilityProxy,Smart Contract Layer,Coding mistake,Arithmetic mistakes
186,65,2021-11-2,An exploit in the beta Vesper Lend Rari Fuse Pool #23. ,https://twitter.com/vesperfi/status/1476713007526957065,VesperFinance,0x67db14e73c2dce786b5bbbfa4d010deab4bbfcf9,CErc20Delegator,DeFi Protocol Layer/Design Flaw,Unsafe DeFi protocol dependency,On-chain oracle manipulation
187,66,2021-10-6,The attacker called getBaseTokenPrice multiple times to manipulate the price oracle.,https://www.certik.com/resources/blog/5MitXi5L6hexTouIjOkHRH-revisiting-the-my-farm-pet-flashloan,MyFarmPet,0x00cc9375a6579b5375813ed8d41eafda6d519409,MarketPlaceV2,DeFi Protocol Layer/Design Flaw,Unsafe DeFi protocol dependency,On-chain oracle manipulation
188,67,2020-12-28,"This incident was due to a business bug (memory/Storage misuse) in the protocol that mis-calculates the reward amount for staking users. 9.4m taken, 3.2m recovered and $6.2m lost. The bug that caused this attack is present on line 118 of the Blacksmith.sol smart contract. The contract caches the pool data in memory to save some gas, updates the pool data in storage but forgets to update the cached data. The outdated cached data is later used in calculations and that enables the hack.",https://mudit.blog/cover-protocol-hack-analysis-tokens-minted-exploit/,CoverProtocol,0xe0b94a7bb45dd905c79bb1992c9879f40f1caed5, Blacksmith,Smart Contract Layer,Coding mistake,Arithmetic mistakes
189,67,2020-12-28,"This incident was due to a business bug (memory/Storage misuse) in the protocol that mis-calculates the reward amount for staking users. 9.4m taken, 3.2m recovered and $6.2m lost. The bug that caused this attack is present on line 118 of the Blacksmith.sol smart contract. The contract caches the pool data in memory to save some gas, updates the pool data in storage but forgets to update the cached data. The outdated cached data is later used in calculations and that enables the hack.",https://peckshield.medium.com/cover-incident-the-unlimited-token-minting-vulnerability-f3afd9d2405c,CoverProtocol,0xe0b94a7bb45dd905c79bb1992c9879f40f1caed5, Blacksmith,Smart Contract Layer,Coding mistake,Arithmetic mistakes
190,67,2020-12-28,"This incident was due to a business bug (memory/Storage misuse) in the protocol that mis-calculates the reward amount for staking users. 9.4m taken, 3.2m recovered and $6.2m lost. The bug that caused this attack is present on line 118 of the Blacksmith.sol smart contract. The contract caches the pool data in memory to save some gas, updates the pool data in storage but forgets to update the cached data. The outdated cached data is later used in calculations and that enables the hack.",https://www.rekt.news/cover-rekt/,CoverProtocol,0xe0b94a7bb45dd905c79bb1992c9879f40f1caed5, Blacksmith,Smart Contract Layer,Coding mistake,Arithmetic mistakes
191,68,2021-10-27,"A hack on Boy X Highspeed (BXH), a decentralized cross-chain exchange, that drained $139 million of funds was probably the result of a leaked administrator key, and possibly an inside job.",https://twitter.com/BXH_Blockchain/status/1454366374353010695,BXH,,,Third Party Layer,Faulty operation,Compromised private key / hacked wallet
192,68,2021-10-27,"A hack on Boy X Highspeed (BXH), a decentralized cross-chain exchange, that drained $139 million of funds was probably the result of a leaked administrator key, and possibly an inside job.",https://twitter.com/peckshield/status/1455095236707774469,BXH,,,Third Party Layer,Faulty operation,Compromised private key / hacked wallet
193,68,2021-10-27,"A hack on Boy X Highspeed (BXH), a decentralized cross-chain exchange, that drained $139 million of funds was probably the result of a leaked administrator key, and possibly an inside job.",https://www.coindesk.com/tech/2021/11/01/139m-bxh-exchange-hack-was-the-result-of-leaked-admin-key/,BXH,,,Third Party Layer,Faulty operation,Compromised private key / hacked wallet
194,69,2021-10-20,"The hack is made possible due to a profit inflation bug, which converts the relatively small amount of harvested $ALPACA to large amount of $TUSD for staking. These converted TUSDs are then counted as profit, now inflated to mint large amount of $HUNNY!",https://medium.com/hunnyfinance/pancakehunny-incident-report-b5b74557b0ad,PancakeHunny,0x27d4ca4bb855e435959295ec273fa16fe8caea14,VaultStrategyAlpacaRabbit,DeFi Protocol Layer/Design Flaw,Unsafe DeFi protocol dependency,On-chain oracle manipulation
195,69,2021-10-20,"The hack is made possible due to a profit inflation bug, which converts the relatively small amount of harvested $ALPACA to large amount of $TUSD for staking. These converted TUSDs are then counted as profit, now inflated to mint large amount of $HUNNY!",https://medium.com/hunnyfinance/pancakehunny-incident-report-b5b74557b0ad,PancakeHunny,0x27d4ca4bb855e435959295ec273fa16fe8caea14,VaultStrategyAlpacaRabbit,DeFi Protocol Layer/Design Flaw,Unsafe DeFi protocol dependency,"Liquidity borrow, purchase, mint, deposit"
196,69,2021-10-20,"The hack is made possible due to a profit inflation bug, which converts the relatively small amount of harvested $ALPACA to large amount of $TUSD for staking. These converted TUSDs are then counted as profit, now inflated to mint large amount of $HUNNY!",https://twitter.com/peckshield/status/1450801612901937152?lang=en-GB,PancakeHunny,0x27d4ca4bb855e435959295ec273fa16fe8caea14,VaultStrategyAlpacaRabbit,DeFi Protocol Layer/Design Flaw,Unsafe DeFi protocol dependency,On-chain oracle manipulation
197,69,2021-10-20,"The hack is made possible due to a profit inflation bug, which converts the relatively small amount of harvested $ALPACA to large amount of $TUSD for staking. These converted TUSDs are then counted as profit, now inflated to mint large amount of $HUNNY!",https://twitter.com/peckshield/status/1450801612901937152?lang=en-GB,PancakeHunny,0x27d4ca4bb855e435959295ec273fa16fe8caea14,VaultStrategyAlpacaRabbit,DeFi Protocol Layer/Design Flaw,Unsafe DeFi protocol dependency,"Liquidity borrow, purchase, mint, deposit"
198,69,2021-10-20,"The hack is made possible due to a profit inflation bug, which converts the relatively small amount of harvested $ALPACA to large amount of $TUSD for staking. These converted TUSDs are then counted as profit, now inflated to mint large amount of $HUNNY!",https://www.bsc.news/post/pancakehunny-suffers-flash-loan-attack-and-cataclysmic-price-drop,PancakeHunny,0x27d4ca4bb855e435959295ec273fa16fe8caea14,VaultStrategyAlpacaRabbit,DeFi Protocol Layer/Design Flaw,Unsafe DeFi protocol dependency,On-chain oracle manipulation
199,69,2021-10-20,"The hack is made possible due to a profit inflation bug, which converts the relatively small amount of harvested $ALPACA to large amount of $TUSD for staking. These converted TUSDs are then counted as profit, now inflated to mint large amount of $HUNNY!",https://www.bsc.news/post/pancakehunny-suffers-flash-loan-attack-and-cataclysmic-price-drop,PancakeHunny,0x27d4ca4bb855e435959295ec273fa16fe8caea14,VaultStrategyAlpacaRabbit,DeFi Protocol Layer/Design Flaw,Unsafe DeFi protocol dependency,"Liquidity borrow, purchase, mint, deposit"
